Handle,Identifier_other,Coll_name
2027.42/88625,,"Duderstadt, James J."
2027.42/88626,,"Duderstadt, James J."
2027.42/88627,,"Duderstadt, James J."
2027.42/88628,,"Duderstadt, James J."
2027.42/88629,,"Duderstadt, James J."
2027.42/88630,,"Duderstadt, James J."
2027.42/88632,,"Duderstadt, James J."
2027.42/88633,,"Duderstadt, James J."
2027.42/88634,,"Duderstadt, James J."
2027.42/88635,,"Duderstadt, James J."
2027.42/88636,,"Duderstadt, James J."
2027.42/88637,,"Duderstadt, James J."
2027.42/88638,,"Duderstadt, James J."
2027.42/88639,,"Duderstadt, James J."
2027.42/88640,,"Duderstadt, James J."
2027.42/88641,,"Duderstadt, James J."
2027.42/88643,,"Duderstadt, James J."
2027.42/88644,,"Duderstadt, James J."
2027.42/88645,,"Duderstadt, James J."
2027.42/88646,,"Duderstadt, James J."
2027.42/88647,,"Duderstadt, James J."
2027.42/88648,,"Duderstadt, James J."
2027.42/88649,,"Duderstadt, James J."
2027.42/88651,,"Duderstadt, James J."
2027.42/88652,,"Duderstadt, James J."
2027.42/88653,,"Duderstadt, James J."
2027.42/88631,,"Duderstadt, James J."
2027.42/88654,,"Duderstadt, James J."
2027.42/88655,,"Duderstadt, James J."
2027.42/88656,,"Duderstadt, James J."
2027.42/88657,,"Duderstadt, James J."
2027.42/88658,,"Duderstadt, James J."
2027.42/88659,,"Duderstadt, James J."
2027.42/88660,,"Duderstadt, James J."
2027.42/88661,,"Duderstadt, James J."
2027.42/88662,,"Duderstadt, James J."
2027.42/88663,,"Duderstadt, James J."
2027.42/88664,,"Duderstadt, James J."
2027.42/88665,,"Duderstadt, James J."
2027.42/88666,,"Duderstadt, James J."
2027.42/88667,,"Duderstadt, James J."
2027.42/88668,,"Duderstadt, James J."
2027.42/88669,,"Duderstadt, James J."
2027.42/88670,,"Duderstadt, James J."
2027.42/88671,,"Duderstadt, James J."
2027.42/88672,,"Duderstadt, James J."
2027.42/88673,,"Duderstadt, James J."
2027.42/88674,,"Duderstadt, James J."
2027.42/88675,,"Duderstadt, James J."
2027.42/88676,,"Duderstadt, James J."
2027.42/88677,,"Duderstadt, James J."
2027.42/88678,,"Duderstadt, James J."
2027.42/88679,,"Duderstadt, James J."
2027.42/88680,,"Duderstadt, James J."
2027.42/88681,,"Duderstadt, James J."
2027.42/88682,,"Duderstadt, James J."
2027.42/88683,,"Duderstadt, James J."
2027.42/88684,,"Duderstadt, James J."
2027.42/88685,,"Duderstadt, James J."
2027.42/88686,,"Duderstadt, James J."
2027.42/88687,,"Duderstadt, James J."
2027.42/88217,,"Duderstadt, James J."
2027.42/88218,,"Duderstadt, James J."
2027.42/88219,,"Duderstadt, James J."
2027.42/88220,,"Duderstadt, James J."
2027.42/88221,,"Duderstadt, James J."
2027.42/88222,,"Duderstadt, James J."
2027.42/88223,,"Duderstadt, James J."
2027.42/88224,,"Duderstadt, James J."
2027.42/88225,,"Duderstadt, James J."
2027.42/88226,,"Duderstadt, James J."
2027.42/88227,,"Duderstadt, James J."
2027.42/88228,,"Duderstadt, James J."
2027.42/88229,,"Duderstadt, James J."
2027.42/88230,,"Duderstadt, James J."
2027.42/88231,,"Duderstadt, James J."
2027.42/88232,,"Duderstadt, James J."
2027.42/88233,,"Duderstadt, James J."
2027.42/88234,,"Duderstadt, James J."
2027.42/88235,,"Duderstadt, James J."
2027.42/88236,,"Duderstadt, James J."
2027.42/88237,,"Duderstadt, James J."
2027.42/88238,,"Duderstadt, James J."
2027.42/88239,,"Duderstadt, James J."
2027.42/88240,,"Duderstadt, James J."
2027.42/88241,,"Duderstadt, James J."
2027.42/88242,,"Duderstadt, James J."
2027.42/88243,,"Duderstadt, James J."
2027.42/88244,,"Duderstadt, James J."
2027.42/88245,,"Duderstadt, James J."
2027.42/88246,,"Duderstadt, James J."
2027.42/88247,,"Duderstadt, James J."
2027.42/88248,,"Duderstadt, James J."
2027.42/88249,,"Duderstadt, James J."
2027.42/88250,,"Duderstadt, James J."
2027.42/88251,,"Duderstadt, James J."
2027.42/88252,,"Duderstadt, James J."
2027.42/88253,,"Duderstadt, James J."
2027.42/88712,,"Duderstadt, James J."
2027.42/88713,,"Duderstadt, James J."
2027.42/88714,,"Duderstadt, James J."
2027.42/88715,,"Duderstadt, James J."
2027.42/88716,,"Duderstadt, James J."
2027.42/88717,,"Duderstadt, James J."
2027.42/88718,,"Duderstadt, James J."
2027.42/88719,,"Duderstadt, James J."
2027.42/88720,,"Duderstadt, James J."
2027.42/88721,,"Duderstadt, James J."
2027.42/88722,,"Duderstadt, James J."
2027.42/88723,,"Duderstadt, James J."
2027.42/88724,,"Duderstadt, James J."
2027.42/88725,,"Duderstadt, James J."
2027.42/88726,,"Duderstadt, James J."
2027.42/88727,,"Duderstadt, James J."
2027.42/88728,,"Duderstadt, James J."
2027.42/88729,,"Duderstadt, James J."
2027.42/88730,,"Duderstadt, James J."
2027.42/88731,,"Duderstadt, James J."
2027.42/88732,,"Duderstadt, James J."
2027.42/88733,,"Duderstadt, James J."
2027.42/88734,,"Duderstadt, James J."
2027.42/88735,,"Duderstadt, James J."
2027.42/88736,,"Duderstadt, James J."
2027.42/88737,,"Duderstadt, James J."
2027.42/88738,,"Duderstadt, James J."
2027.42/88739,,"Duderstadt, James J."
2027.42/88740,,"Duderstadt, James J."
2027.42/88741,,"Duderstadt, James J."
2027.42/88742,,"Duderstadt, James J."
2027.42/88743,,"Duderstadt, James J."
2027.42/88744,,"Duderstadt, James J."
2027.42/88746,,"Duderstadt, James J."
2027.42/88747,,"Duderstadt, James J."
2027.42/88748,,"Duderstadt, James J."
2027.42/88749,,"Duderstadt, James J."
2027.42/88750,,"Duderstadt, James J."
2027.42/88751,,"Duderstadt, James J."
2027.42/88752,,"Duderstadt, James J."
2027.42/88753,,"Duderstadt, James J."
2027.42/88754,,"Duderstadt, James J."
2027.42/88755,,"Duderstadt, James J."
2027.42/88756,,"Duderstadt, James J."
2027.42/88757,,"Duderstadt, James J."
2027.42/88758,,"Duderstadt, James J."
2027.42/88759,,"Duderstadt, James J."
2027.42/88760,,"Duderstadt, James J."
2027.42/88761,,"Duderstadt, James J."
2027.42/88762,,"Duderstadt, James J."
2027.42/88763,,"Duderstadt, James J."
2027.42/88764,,"Duderstadt, James J."
2027.42/88765,,"Duderstadt, James J."
2027.42/88766,,"Duderstadt, James J."
2027.42/88767,,"Duderstadt, James J."
2027.42/88768,,"Duderstadt, James J."
2027.42/88769,,"Duderstadt, James J."
2027.42/88770,,"Duderstadt, James J."
2027.42/88771,,"Duderstadt, James J."
2027.42/88772,,"Duderstadt, James J."
2027.42/88773,,"Duderstadt, James J."
2027.42/88774,,"Duderstadt, James J."
2027.42/88775,,"Duderstadt, James J."
2027.42/88776,,"Duderstadt, James J."
2027.42/88777,,"Duderstadt, James J."
2027.42/88778,,"Duderstadt, James J."
2027.42/88779,,"Duderstadt, James J."
2027.42/88780,,"Duderstadt, James J."
2027.42/88781,,"Duderstadt, James J."
2027.42/88782,,"Duderstadt, James J."
2027.42/88783,,"Duderstadt, James J."
2027.42/88784,,"Duderstadt, James J."
2027.42/88785,,"Duderstadt, James J."
2027.42/88786,,"Duderstadt, James J."
2027.42/88787,,"Duderstadt, James J."
2027.42/88788,,"Duderstadt, James J."
2027.42/88789,,"Duderstadt, James J."
2027.42/88790,,"Duderstadt, James J."
2027.42/88791,,"Duderstadt, James J."
2027.42/88792,,"Duderstadt, James J."
2027.42/88793,,"Duderstadt, James J."
2027.42/88794,,"Duderstadt, James J."
2027.42/88795,,"Duderstadt, James J."
2027.42/88796,,"Duderstadt, James J."
2027.42/88797,,"Duderstadt, James J."
2027.42/88798,,"Duderstadt, James J."
2027.42/88799,,"Duderstadt, James J."
2027.42/88800,,"Duderstadt, James J."
2027.42/88801,,"Duderstadt, James J."
2027.42/88802,,"Duderstadt, James J."
2027.42/88803,,"Duderstadt, James J."
2027.42/88804,,"Duderstadt, James J."
2027.42/88805,,"Duderstadt, James J."
2027.42/88806,,"Duderstadt, James J."
2027.42/88807,,"Duderstadt, James J."
2027.42/88808,,"Duderstadt, James J."
2027.42/88809,,"Duderstadt, James J."
2027.42/88810,,"Duderstadt, James J."
2027.42/88811,,"Duderstadt, James J."
2027.42/88812,,"Duderstadt, James J."
2027.42/88813,,"Duderstadt, James J."
2027.42/88814,,"Duderstadt, James J."
2027.42/88815,,"Duderstadt, James J."
2027.42/88816,,"Duderstadt, James J."
2027.42/88817,,"Duderstadt, James J."
2027.42/88818,,"Duderstadt, James J."
2027.42/88819,,"Duderstadt, James J."
2027.42/88820,,"Duderstadt, James J."
2027.42/88821,,"Duderstadt, James J."
2027.42/88822,,"Duderstadt, James J."
2027.42/88823,,"Duderstadt, James J."
2027.42/88824,,"Duderstadt, James J."
2027.42/88825,,"Duderstadt, James J."
2027.42/88826,,"Duderstadt, James J."
2027.42/88827,,"Duderstadt, James J."
2027.42/88828,,"Duderstadt, James J."
2027.42/88829,,"Duderstadt, James J."
2027.42/88830,,"Duderstadt, James J."
2027.42/88831,,"Duderstadt, James J."
2027.42/88832,,"Duderstadt, James J."
2027.42/88833,,"Duderstadt, James J."
2027.42/88834,,"Duderstadt, James J."
2027.42/88835,,"Duderstadt, James J."
2027.42/88836,,"Duderstadt, James J."
2027.42/88837,,"Duderstadt, James J."
2027.42/88838,,"Duderstadt, James J."
2027.42/88839,,"Duderstadt, James J."
2027.42/88840,,"Duderstadt, James J."
2027.42/88841,,"Duderstadt, James J."
2027.42/88842,,"Duderstadt, James J."
2027.42/88844,,"Duderstadt, James J."
2027.42/88845,,"Duderstadt, James J."
2027.42/88846,,"Duderstadt, James J."
2027.42/88847,,"Duderstadt, James J."
2027.42/88848,,"Duderstadt, James J."
2027.42/88849,,"Duderstadt, James J."
2027.42/88850,,"Duderstadt, James J."
2027.42/88851,,"Duderstadt, James J."
2027.42/88852,,"Duderstadt, James J."
2027.42/88853,,"Duderstadt, James J."
2027.42/88854,,"Duderstadt, James J."
2027.42/88855,,"Duderstadt, James J."
2027.42/88856,,"Duderstadt, James J."
2027.42/88857,,"Duderstadt, James J."
2027.42/88858,,"Duderstadt, James J."
2027.42/88859,,"Duderstadt, James J."
2027.42/88860,,"Duderstadt, James J."
2027.42/88861,,"Duderstadt, James J."
2027.42/88862,,"Duderstadt, James J."
2027.42/88863,,"Duderstadt, James J."
2027.42/88864,,"Duderstadt, James J."
2027.42/88865,,"Duderstadt, James J."
2027.42/88867,,"Duderstadt, James J."
2027.42/88868,,"Duderstadt, James J."
2027.42/88869,,"Duderstadt, James J."
2027.42/88870,,"Duderstadt, James J."
2027.42/88871,,"Duderstadt, James J."
2027.42/88872,,"Duderstadt, James J."
2027.42/88873,,"Duderstadt, James J."
2027.42/88874,,"Duderstadt, James J."
2027.42/88875,,"Duderstadt, James J."
2027.42/88876,,"Duderstadt, James J."
2027.42/88877,,"Duderstadt, James J."
2027.42/88878,,"Duderstadt, James J."
2027.42/88879,,"Duderstadt, James J."
2027.42/88880,,"Duderstadt, James J."
2027.42/88881,,"Duderstadt, James J."
2027.42/88882,,"Duderstadt, James J."
2027.42/88883,,"Duderstadt, James J."
2027.42/88884,,"Duderstadt, James J."
2027.42/88885,,"Duderstadt, James J."
2027.42/88886,,"Duderstadt, James J."
2027.42/88887,,"Duderstadt, James J."
2027.42/88888,,"Duderstadt, James J."
2027.42/88889,,"Duderstadt, James J."
2027.42/88890,,"Duderstadt, James J."
2027.42/88891,,"Duderstadt, James J."
2027.42/88892,,"Duderstadt, James J."
2027.42/88893,,"Duderstadt, James J."
2027.42/88894,,"Duderstadt, James J."
2027.42/88895,,"Duderstadt, James J."
2027.42/88896,,"Duderstadt, James J."
2027.42/88897,,"Duderstadt, James J."
2027.42/88898,,"Duderstadt, James J."
2027.42/88899,,"Duderstadt, James J."
2027.42/88900,,"Duderstadt, James J."
2027.42/88901,,"Duderstadt, James J."
2027.42/88902,,"Duderstadt, James J."
2027.42/88903,,"Duderstadt, James J."
2027.42/88904,,"Duderstadt, James J."
2027.42/88905,,"Duderstadt, James J."
2027.42/88906,,"Duderstadt, James J."
2027.42/88907,,"Duderstadt, James J."
2027.42/88908,,"Duderstadt, James J."
2027.42/88909,,"Duderstadt, James J."
2027.42/88843,,"Duderstadt, James J."
2027.42/88910,,"Duderstadt, James J."
2027.42/88911,,"Duderstadt, James J."
2027.42/88912,,"Duderstadt, James J."
2027.42/88913,,"Duderstadt, James J."
2027.42/88914,,"Duderstadt, James J."
2027.42/88915,,"Duderstadt, James J."
2027.42/88916,,"Duderstadt, James J."
2027.42/88917,,"Duderstadt, James J."
2027.42/88918,,"Duderstadt, James J."
2027.42/88919,,"Duderstadt, James J."
2027.42/88920,,"Duderstadt, James J."
2027.42/88921,,"Duderstadt, James J."
2027.42/88922,,"Duderstadt, James J."
2027.42/88923,,"Duderstadt, James J."
2027.42/88924,,"Duderstadt, James J."
2027.42/88925,,"Duderstadt, James J."
2027.42/88926,,"Duderstadt, James J."
2027.42/88927,,"Duderstadt, James J."
2027.42/88928,,"Duderstadt, James J."
2027.42/88929,,"Duderstadt, James J."
2027.42/88930,,"Duderstadt, James J."
2027.42/88931,,"Duderstadt, James J."
2027.42/88932,,"Duderstadt, James J."
2027.42/88933,,"Duderstadt, James J."
2027.42/88934,,"Duderstadt, James J."
2027.42/88935,,"Duderstadt, James J."
2027.42/88936,,"Duderstadt, James J."
2027.42/88937,,"Duderstadt, James J."
2027.42/88938,,"Duderstadt, James J."
2027.42/88939,,"Duderstadt, James J."
2027.42/88940,,"Duderstadt, James J."
2027.42/88941,,"Duderstadt, James J."
2027.42/88942,,"Duderstadt, James J."
2027.42/88943,,"Duderstadt, James J."
2027.42/88944,,"Duderstadt, James J."
2027.42/88945,,"Duderstadt, James J."
2027.42/88946,,"Duderstadt, James J."
2027.42/88947,,"Duderstadt, James J."
2027.42/88948,,"Duderstadt, James J."
2027.42/88949,,"Duderstadt, James J."
2027.42/88950,,"Duderstadt, James J."
2027.42/88951,,"Duderstadt, James J."
2027.42/88952,,"Duderstadt, James J."
2027.42/88953,,"Duderstadt, James J."
2027.42/88954,,"Duderstadt, James J."
2027.42/88955,,"Duderstadt, James J."
2027.42/88956,,"Duderstadt, James J."
2027.42/88957,,"Duderstadt, James J."
2027.42/88958,,"Duderstadt, James J."
2027.42/88959,,"Duderstadt, James J."
2027.42/88960,,"Duderstadt, James J."
2027.42/88961,,"Duderstadt, James J."
2027.42/88962,,"Duderstadt, James J."
2027.42/88963,,"Duderstadt, James J."
2027.42/88964,,"Duderstadt, James J."
2027.42/88965,,"Duderstadt, James J."
2027.42/88966,,"Duderstadt, James J."
2027.42/88967,,"Duderstadt, James J."
2027.42/88968,,"Duderstadt, James J."
2027.42/88969,,"Duderstadt, James J."
2027.42/88970,,"Duderstadt, James J."
2027.42/88971,,"Duderstadt, James J."
2027.42/88972,,"Duderstadt, James J."
2027.42/88973,,"Duderstadt, James J."
2027.42/88974,,"Duderstadt, James J."
2027.42/88975,,"Duderstadt, James J."
2027.42/88976,,"Duderstadt, James J."
2027.42/88977,,"Duderstadt, James J."
2027.42/88256,,"Duderstadt, James J."
2027.42/88258,,"Duderstadt, James J."
2027.42/88978,,"Duderstadt, James J."
2027.42/88979,,"Duderstadt, James J."
2027.42/88980,,"Duderstadt, James J."
2027.42/88981,,"Duderstadt, James J."
2027.42/88982,,"Duderstadt, James J."
2027.42/88983,,"Duderstadt, James J."
2027.42/88984,,"Duderstadt, James J."
2027.42/88985,,"Duderstadt, James J."
2027.42/88987,,"Duderstadt, James J."
2027.42/88988,,"Duderstadt, James J."
2027.42/88989,,"Duderstadt, James J."
2027.42/88990,,"Duderstadt, James J."
2027.42/88991,,"Duderstadt, James J."
2027.42/88992,,"Duderstadt, James J."
2027.42/88994,,"Duderstadt, James J."
2027.42/88995,,"Duderstadt, James J."
2027.42/88996,,"Duderstadt, James J."
2027.42/88997,,"Duderstadt, James J."
2027.42/88998,,"Duderstadt, James J."
2027.42/88999,,"Duderstadt, James J."
2027.42/89000,,"Duderstadt, James J."
2027.42/89001,,"Duderstadt, James J."
2027.42/89002,,"Duderstadt, James J."
2027.42/89003,,"Duderstadt, James J."
2027.42/88986,,"Duderstadt, James J."
2027.42/89004,,"Duderstadt, James J."
2027.42/89005,,"Duderstadt, James J."
2027.42/89006,,"Duderstadt, James J."
2027.42/89007,,"Duderstadt, James J."
2027.42/89008,,"Duderstadt, James J."
2027.42/89009,,"Duderstadt, James J."
2027.42/89010,,"Duderstadt, James J."
2027.42/89011,,"Duderstadt, James J."
2027.42/89012,,"Duderstadt, James J."
2027.42/89013,,"Duderstadt, James J."
2027.42/89014,,"Duderstadt, James J."
2027.42/89015,,"Duderstadt, James J."
2027.42/89016,,"Duderstadt, James J."
2027.42/89017,,"Duderstadt, James J."
2027.42/89018,,"Duderstadt, James J."
2027.42/89019,,"Duderstadt, James J."
2027.42/89020,,"Duderstadt, James J."
2027.42/89021,,"Duderstadt, James J."
2027.42/89022,,"Duderstadt, James J."
2027.42/89023,,"Duderstadt, James J."
2027.42/89024,,"Duderstadt, James J."
2027.42/89025,,"Duderstadt, James J."
2027.42/89026,,"Duderstadt, James J."
2027.42/89027,,"Duderstadt, James J."
2027.42/89028,,"Duderstadt, James J."
2027.42/89029,,"Duderstadt, James J."
2027.42/89030,,"Duderstadt, James J."
2027.42/89031,,"Duderstadt, James J."
2027.42/89032,,"Duderstadt, James J."
2027.42/89033,,"Duderstadt, James J."
2027.42/89034,,"Duderstadt, James J."
2027.42/89035,,"Duderstadt, James J."
2027.42/89036,,"Duderstadt, James J."
2027.42/89037,,"Duderstadt, James J."
2027.42/89038,,"Duderstadt, James J."
2027.42/89039,,"Duderstadt, James J."
2027.42/89040,,"Duderstadt, James J."
2027.42/89041,,"Duderstadt, James J."
2027.42/89042,,"Duderstadt, James J."
2027.42/89043,,"Duderstadt, James J."
2027.42/89045,,"Duderstadt, James J."
2027.42/89046,,"Duderstadt, James J."
2027.42/89047,,"Duderstadt, James J."
2027.42/89048,,"Duderstadt, James J."
2027.42/89049,,"Duderstadt, James J."
2027.42/89050,,"Duderstadt, James J."
2027.42/89051,,"Duderstadt, James J."
2027.42/89052,,"Duderstadt, James J."
2027.42/89053,,"Duderstadt, James J."
2027.42/89055,,"Duderstadt, James J."
2027.42/89056,,"Duderstadt, James J."
2027.42/89057,,"Duderstadt, James J."
2027.42/89058,,"Duderstadt, James J."
2027.42/89060,,"Duderstadt, James J."
2027.42/89061,,"Duderstadt, James J."
2027.42/89062,,"Duderstadt, James J."
2027.42/89063,,"Duderstadt, James J."
2027.42/89064,,"Duderstadt, James J."
2027.42/89065,,"Duderstadt, James J."
